index,Suburb,Rooms,Type,Price,Method,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,avg_dayly_price,avg_weekly_price,avg_montly_price
7727,Caulfield South,2,h,997000.0,S,9.3,3162.0,1.0,2.0,311.0,,,Glen Eira,-37.8895,145.0229,Southern Metropolitan,130.11111111111111,1192.0,4314.416666666667
7728,Caulfield South,2,u,490000.0,S,9.3,3162.0,1.0,1.0,0.0,61.0,1960.0,Glen Eira,-37.8906,145.0259,Southern Metropolitan,130.11111111111111,1192.0,4314.416666666667
7729,Chadstone,3,u,701000.0,PI,13.6,3148.0,2.0,2.0,235.0,112.0,2000.0,Monash,-37.8856,145.0934,Southern Metropolitan,79.5,197.5,1660.3333333333333
7730,Chadstone,3,t,905000.0,S,13.6,3148.0,1.0,2.0,418.0,132.0,1955.0,Monash,-37.886,145.096,Southern Metropolitan,79.5,197.5,1660.3333333333333
7731,Chadstone,3,u,988000.0,SA,13.6,3148.0,2.0,2.0,286.0,124.0,2008.0,Monash,-37.8755,145.0954,Southern Metropolitan,79.5,197.5,1660.3333333333333
7732,Chadstone,3,t,820000.0,VB,13.6,3148.0,2.0,2.0,213.0,115.0,2012.0,Monash,-37.8827,145.0942,Southern Metropolitan,79.5,197.5,1660.3333333333333
7733,Clifton Hill,4,h,1825000.0,S,3.4,3068.0,1.0,2.0,306.0,,,Yarra,-37.7888,144.9929,Northern Metropolitan,126.012987012987,801.3157894736842,2801.842105263158
7734,Clifton Hill,3,h,1500000.0,S,3.4,3068.0,1.0,1.0,230.0,127.0,1900.0,Yarra,-37.788,144.9967,Northern Metropolitan,126.012987012987,801.3157894736842,2801.842105263158
7735,Clifton Hill,2,u,641000.0,S,3.4,3068.0,1.0,1.0,72.0,90.0,1980.0,Yarra,-37.7881,145.0058,Northern Metropolitan,126.012987012987,801.3157894736842,2801.842105263158
7737,Clifton Hill,3,h,1652500.0,S,3.4,3068.0,1.0,0.0,276.0,170.0,1904.0,Yarra,-37.7933,144.9938,Northern Metropolitan,126.012987012987,801.3157894736842,2801.842105263158
7738,Clifton Hill,2,h,1250000.0,S,3.4,3068.0,1.0,1.0,168.0,,,Yarra,-37.7914,144.9967,Northern Metropolitan,126.012987012987,801.3157894736842,2801.842105263158
7739,Clifton Hill,3,h,1660000.0,S,3.4,3068.0,1.0,2.0,290.0,,,Yarra,-37.7906,144.9993,Northern Metropolitan,126.012987012987,801.3157894736842,2801.842105263158
7740,Clifton Hill,1,u,465000.0,S,3.4,3068.0,1.0,1.0,0.0,45.0,1970.0,Yarra,-37.7881,145.0058,Northern Metropolitan,126.012987012987,801.3157894736842,2801.842105263158
7741,Clifton Hill,2,h,700000.0,VB,3.4,3068.0,1.0,0.0,194.0,,,Yarra,-37.7938,144.989,Northern Metropolitan,126.012987012987,801.3157894736842,2801.842105263158
7742,Clifton Hill,2,h,1000000.0,S,3.4,3068.0,1.0,0.0,193.0,,,Yarra,-37.7936,144.9899,Northern Metropolitan,126.012987012987,801.3157894736842,2801.842105263158
7743,Clifton Hill,2,u,712000.0,S,3.4,3068.0,1.0,1.0,36.0,,,Yarra,-37.7926,145.0019,Northern Metropolitan,126.012987012987,801.3157894736842,2801.842105263158
7744,Clifton Hill,2,h,1650000.0,S,3.4,3068.0,1.0,1.0,118.0,,,Yarra,-37.7933,144.9926,Northern Metropolitan,126.012987012987,801.3157894736842,2801.842105263158
7745,Coburg,2,u,495000.0,S,7.8,3058.0,1.0,0.0,388.0,69.0,1960.0,Moreland,-37.7506,144.9694,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7746,Coburg,2,h,930000.0,S,7.8,3058.0,1.0,0.0,275.0,106.2,1920.0,Moreland,-37.7424,144.9576,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7747,Coburg,2,t,781000.0,S,7.8,3058.0,1.0,1.0,0.0,112.9,2014.0,Moreland,-37.7422,144.9604,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7748,Coburg,3,h,995000.0,S,7.8,3058.0,1.0,1.0,415.0,,,Moreland,-37.7509,144.9591,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7749,Coburg,2,h,677776.0,SP,7.8,3058.0,1.0,2.0,0.0,64.0,1980.0,Moreland,-37.7519,144.9496,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7750,Coburg,3,h,790000.0,PI,7.8,3058.0,1.0,1.0,399.0,,,Moreland,-37.7408,144.9474,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7751,Coburg,4,t,680000.0,S,7.8,3058.0,2.0,1.0,3747.0,143.0,2006.0,Moreland,-37.7551,144.9787,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7752,Coburg,3,h,1180000.0,S,7.8,3058.0,2.0,2.0,588.0,,,Moreland,-37.7445,144.9751,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7753,Coburg,3,h,940500.0,S,7.8,3058.0,1.0,3.0,480.0,,,Moreland,-37.7348,144.9509,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7754,Coburg,3,t,824000.0,S,7.8,3058.0,1.0,2.0,120.0,113.76,1990.0,Moreland,-37.7462,144.9795,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7755,Coburg,2,h,941000.0,S,7.8,3058.0,1.0,2.0,413.0,,,Moreland,-37.7355,144.9545,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7756,Coburg,2,h,775000.0,S,7.8,3058.0,1.0,1.0,314.0,,,Moreland,-37.7485,144.9502,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7757,Coburg,3,h,985000.0,PI,7.8,3058.0,1.0,2.0,391.0,,,Moreland,-37.7418,144.9562,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7758,Coburg,3,h,1020000.0,SP,7.8,3058.0,2.0,0.0,341.0,,1920.0,Moreland,-37.7377,144.9584,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7759,Coburg,4,h,1500000.0,VB,7.8,3058.0,2.0,1.0,453.0,187.0,1910.0,Moreland,-37.7503,144.9481,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7760,Coburg,2,u,590000.0,S,7.8,3058.0,1.0,1.0,79.0,,,Moreland,-37.746,144.9768,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7761,Coburg,4,h,1005000.0,S,7.8,3058.0,2.0,1.0,172.0,135.0,1900.0,Moreland,-37.7483,144.9634,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7762,Coburg,4,h,901000.0,SP,7.8,3058.0,2.0,1.0,398.0,123.0,1950.0,Moreland,-37.7364,144.9787,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7763,Coburg,3,h,990000.0,S,7.8,3058.0,1.0,3.0,414.0,153.1,1930.0,Moreland,-37.7432,144.9573,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7764,Coburg,6,h,1455000.0,S,7.8,3058.0,3.0,4.0,768.0,285.0,1997.0,Moreland,-37.7397,144.9603,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7765,Coburg,3,h,1250000.0,S,7.8,3058.0,2.0,2.0,500.0,148.0,1900.0,Moreland,-37.7382,144.9653,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7766,Coburg,3,h,710000.0,S,7.8,3058.0,1.0,1.0,160.0,120.0,,Moreland,-37.7411,144.9657,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7767,Coburg,5,h,1790000.0,S,7.8,3058.0,3.0,2.0,635.0,108.0,1920.0,Moreland,-37.7516,144.9593,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7768,Coburg,2,u,650000.0,S,7.8,3058.0,1.0,1.0,136.0,81.0,1975.0,Moreland,-37.7449,144.9754,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7769,Coburg,3,t,720000.0,PI,7.8,3058.0,2.0,2.0,531.0,112.0,2016.0,Moreland,-37.7424,144.9571,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7770,Coburg,3,t,720000.0,PI,7.8,3058.0,2.0,2.0,531.0,112.0,2016.0,Moreland,-37.7424,144.9571,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7771,Coburg North,4,h,1240000.0,S,9.2,3058.0,2.0,2.0,456.0,,,Moreland,-37.7317,144.9829,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7772,Coburg North,3,h,875000.0,S,9.2,3058.0,1.0,1.0,592.0,,,Moreland,-37.72,144.9577,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7773,Coburg North,3,h,887000.0,S,9.2,3058.0,1.0,2.0,560.0,,,Moreland,-37.7266,144.9647,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7774,Coburg North,4,h,770000.0,S,9.2,3058.0,1.0,1.0,545.0,,,Moreland,-37.7304,144.9605,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7775,Coburg North,2,u,330000.0,VB,9.2,3058.0,1.0,1.0,0.0,,1970.0,Moreland,-37.7218,144.9563,Northern Metropolitan,103.10526315789474,896.0555555555555,3624.1666666666665
7776,Collingwood,2,u,535000.0,S,1.6,3066.0,1.0,1.0,0.0,63.0,1970.0,Yarra,-37.7981,144.9883,Northern Metropolitan,145.989898989899,920.078947368421,3087.230769230769
7777,Collingwood,3,t,1308000.0,S,1.6,3066.0,1.0,2.0,125.0,,1990.0,Yarra,-37.7953,144.9864,Northern Metropolitan,145.989898989899,920.078947368421,3087.230769230769
7779,Collingwood,1,u,550000.0,VB,1.6,3066.0,1.0,0.0,0.0,,1995.0,Yarra,-37.8053,144.9833,Northern Metropolitan,145.989898989899,920.078947368421,3087.230769230769
7780,Collingwood,3,h,1309000.0,S,1.6,3066.0,1.0,0.0,168.0,,,Yarra,-37.7975,144.9924,Northern Metropolitan,145.989898989899,920.078947368421,3087.230769230769
7781,Collingwood,3,h,1300000.0,S,1.6,3066.0,1.0,1.0,209.0,,,Yarra,-37.8011,144.9861,Northern Metropolitan,145.989898989899,920.078947368421,3087.230769230769
7782,Collingwood,2,h,888000.0,S,1.6,3066.0,1.0,0.0,112.0,100.0,1900.0,Yarra,-37.8001,144.9901,Northern Metropolitan,145.989898989899,920.078947368421,3087.230769230769
7783,Collingwood,3,u,1000000.0,SP,1.6,3066.0,2.0,2.0,0.0,148.0,2005.0,Yarra,-37.8083,144.9908,Northern Metropolitan,145.989898989899,920.078947368421,3087.230769230769
7784,Cremorne,3,h,1350000.0,S,2.5,3121.0,1.0,1.0,117.0,147.0,1900.0,Yarra,-37.8298,144.9923,Northern Metropolitan,162.26273885350318,1089.0681818181818,3771.90625
7785,Cremorne,2,h,855000.0,S,2.5,3121.0,1.0,0.0,117.0,,,Yarra,-37.8262,144.9922,Northern Metropolitan,162.26273885350318,1089.0681818181818,3771.90625
7786,Doncaster,4,h,1480000.0,S,13.9,3108.0,2.0,2.0,656.0,,1965.0,Manningham,-37.7833,145.1302,Eastern Metropolitan,128.82978723404256,1137.5,5125.25
7787,Doncaster,4,h,1300000.0,PI,13.9,3108.0,2.0,2.0,872.0,185.0,1970.0,Manningham,-37.7906,145.1138,Eastern Metropolitan,128.82978723404256,1137.5,5125.25
7788,Doncaster,4,h,1400000.0,PI,13.9,3108.0,2.0,2.0,664.0,150.0,1980.0,Manningham,-37.7895,145.1116,Eastern Metropolitan,128.82978723404256,1137.5,5125.25
7789,Doncaster,3,h,1542000.0,S,13.9,3108.0,2.0,2.0,980.0,,,Manningham,-37.7883,145.1387,Eastern Metropolitan,128.82978723404256,1137.5,5125.25
7790,Doncaster,4,h,1100000.0,PI,13.9,3108.0,3.0,2.0,661.0,170.0,1965.0,Manningham,-37.7905,145.1433,Eastern Metropolitan,128.82978723404256,1137.5,5125.25
7791,Doncaster,2,u,782000.0,S,13.9,3108.0,1.0,1.0,261.0,,1984.0,Manningham,-37.7731,145.1044,Eastern Metropolitan,128.82978723404256,1137.5,5125.25
7792,Doncaster,4,t,1090000.0,S,13.9,3108.0,3.0,2.0,242.0,,1995.0,Manningham,-37.7866,145.1046,Eastern Metropolitan,128.82978723404256,1137.5,5125.25
7793,Doncaster,3,h,1700000.0,S,13.9,3108.0,2.0,2.0,820.0,,,Manningham,-37.7803,145.1248,Eastern Metropolitan,128.82978723404256,1137.5,5125.25
7794,Doncaster,3,h,1355000.0,S,13.9,3108.0,1.0,1.0,814.0,120.0,1965.0,Manningham,-37.7909,145.1309,Eastern Metropolitan,128.82978723404256,1137.5,5125.25
7795,Doncaster,4,h,1880000.0,S,13.9,3108.0,2.0,2.0,814.0,,,Manningham,-37.7859,145.12,Eastern Metropolitan,128.82978723404256,1137.5,5125.25
7796,Doncaster,4,h,1545000.0,S,13.9,3108.0,3.0,2.0,647.0,,,Manningham,-37.7819,145.1184,Eastern Metropolitan,128.82978723404256,1137.5,5125.25
7797,Doncaster,4,h,1955000.0,S,13.9,3108.0,2.0,2.0,1033.0,,,Manningham,-37.7929,145.1184,Eastern Metropolitan,128.82978723404256,1137.5,5125.25
7798,Essendon,2,u,440000.0,S,8.0,3040.0,1.0,1.0,921.0,,,Moonee Valley,-37.749,144.9067,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7799,Essendon,3,h,1700000.0,S,8.0,3040.0,2.0,1.0,763.0,,,Moonee Valley,-37.7573,144.9221,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7800,Essendon,3,h,1070000.0,VB,8.0,3040.0,1.0,2.0,363.0,,,Moonee Valley,-37.7445,144.9054,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7801,Essendon,2,h,745000.0,S,8.0,3040.0,1.0,1.0,342.0,,,Moonee Valley,-37.7459,144.8962,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7802,Essendon,4,h,1400000.0,VB,8.0,3040.0,2.0,1.0,267.0,,,Moonee Valley,-37.7558,144.9106,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7803,Essendon,3,h,1400000.0,S,8.0,3040.0,2.0,2.0,359.0,,,Moonee Valley,-37.7427,144.898,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7804,Essendon,5,h,2020000.0,S,8.0,3040.0,3.0,3.0,900.0,40.0,,Moonee Valley,-37.7485,144.9036,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7805,Essendon,1,u,325000.0,S,8.0,3040.0,1.0,1.0,0.0,50.0,,Moonee Valley,-37.7537,144.917,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7806,Essendon,3,h,1400000.0,SP,8.0,3040.0,1.0,1.0,578.0,,,Moonee Valley,-37.7526,144.9089,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7807,Essendon,2,u,700000.0,VB,8.0,3040.0,1.0,1.0,251.0,,,Moonee Valley,-37.7491,144.8968,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7808,Essendon,5,h,1652000.0,S,8.0,3040.0,2.0,1.0,697.0,196.0,1920.0,Moonee Valley,-37.7459,144.9159,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7809,Essendon,3,h,1131000.0,S,8.0,3040.0,1.0,1.0,387.0,135.0,1900.0,Moonee Valley,-37.755,144.9272,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7810,Essendon,5,h,1607500.0,S,8.0,3040.0,3.0,1.0,695.0,,,Moonee Valley,-37.7577,144.9267,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7811,Essendon,2,u,450000.0,VB,8.0,3040.0,1.0,1.0,0.0,74.0,,Moonee Valley,-37.7552,144.9211,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7812,Essendon,1,u,310000.0,SP,8.0,3040.0,1.0,1.0,845.0,45.0,1977.0,Moonee Valley,-37.7469,144.9206,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7813,Essendon,3,h,1400000.0,S,8.0,3040.0,1.0,1.0,476.0,,,Moonee Valley,-37.7495,144.9157,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7814,Essendon,4,h,1720000.0,S,8.0,3040.0,2.0,2.0,639.0,,,Moonee Valley,-37.7471,144.9157,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7815,Essendon,3,h,983000.0,S,8.0,3040.0,3.0,2.0,309.0,,,Moonee Valley,-37.7457,144.8912,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7816,Essendon,1,u,330000.0,VB,8.0,3040.0,1.0,1.0,0.0,,2014.0,Moonee Valley,-37.7478,144.912,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7817,Essendon,4,t,1162500.0,S,8.0,3040.0,2.0,1.0,230.0,,,Moonee Valley,-37.7547,144.9239,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7818,Essendon,2,u,707000.0,S,8.0,3040.0,1.0,1.0,179.0,,,Moonee Valley,-37.7514,144.8966,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7819,Essendon,3,u,700000.0,S,8.0,3040.0,1.0,1.0,227.0,120.0,2005.0,Moonee Valley,-37.7496,144.892,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7820,Essendon,2,u,510000.0,PI,8.0,3040.0,2.0,1.0,0.0,,,Moonee Valley,-37.7465,144.91,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7821,Essendon,2,u,610000.0,PI,8.0,3040.0,1.0,1.0,0.0,75.0,2012.0,Moonee Valley,-37.7504,144.8957,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7822,Essendon,3,h,960000.0,PI,8.0,3040.0,2.0,1.0,411.0,159.0,1990.0,Moonee Valley,-37.7544,144.8986,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7823,Essendon,1,h,350000.0,VB,8.0,3040.0,1.0,1.0,46.0,,1970.0,Moonee Valley,-37.7515,144.9125,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7824,Essendon,1,u,426500.0,S,8.0,3040.0,1.0,1.0,62.0,53.0,1960.0,Moonee Valley,-37.7578,144.9134,Western Metropolitan,114.14285714285714,787.5,3366.6666666666665
7825,Fairfield,2,u,676000.0,S,5.8,3078.0,1.0,1.0,0.0,87.0,2002.0,Yarra,-37.7847,145.0109,Northern Metropolitan,111.20270270270272,605.0,2233.875
7826,Fairfield,3,h,1500000.0,PI,5.8,3078.0,1.0,2.0,574.0,150.0,1925.0,Darebin,-37.783,145.0165,Northern Metropolitan,111.20270270270272,605.0,2233.875
7827,Fawkner,3,h,700000.0,SP,12.4,3060.0,1.0,2.0,650.0,,,Moreland,-37.7023,144.9773,Northern Metropolitan,49.66666666666666,,
7828,Fawkner,3,h,660000.0,S,12.4,3060.0,1.0,2.0,585.0,88.0,1960.0,Moreland,-37.695,144.9676,Northern Metropolitan,49.66666666666666,,
7829,Fawkner,3,h,741000.0,S,12.4,3060.0,1.0,3.0,578.0,128.0,1960.0,Moreland,-37.6966,144.9695,Northern Metropolitan,49.66666666666666,,
7830,Fawkner,2,h,949500.0,S,12.4,3060.0,1.0,1.0,689.0,,,Moreland,-37.7052,144.964,Northern Metropolitan,49.66666666666666,,
7831,Fawkner,3,u,532000.0,S,12.4,3060.0,2.0,1.0,207.0,205.0,2007.0,Moreland,-37.7049,144.9631,Northern Metropolitan,49.66666666666666,,
7832,Fawkner,3,h,698000.0,S,12.4,3060.0,1.0,1.0,602.0,,,Moreland,-37.6995,144.9669,Northern Metropolitan,49.66666666666666,,
7833,Fawkner,3,h,687000.0,S,12.4,3060.0,2.0,1.0,577.0,,,Moreland,-37.7071,144.9706,Northern Metropolitan,49.66666666666666,,
7834,Fawkner,3,h,670000.0,S,12.4,3060.0,1.0,2.0,585.0,,,Moreland,-37.6937,144.9658,Northern Metropolitan,49.66666666666666,,
7835,Fawkner,3,h,1000000.0,PI,12.4,3060.0,1.0,2.0,1069.0,120.0,1960.0,Moreland,-37.6931,144.9596,Northern Metropolitan,49.66666666666666,,
7836,Fawkner,2,u,445000.0,S,12.4,3060.0,1.0,1.0,196.0,,,Moreland,-37.6956,144.9656,Northern Metropolitan,49.66666666666666,,
7837,Fawkner,3,h,730000.0,S,12.4,3060.0,1.0,2.0,638.0,,,Moreland,-37.6952,144.9613,Northern Metropolitan,49.66666666666666,,
7838,Fawkner,2,h,725000.0,S,12.4,3060.0,1.0,2.0,606.0,,,Moreland,-37.709,144.9646,Northern Metropolitan,49.66666666666666,,
7839,Fawkner,3,h,668000.0,S,12.4,3060.0,1.0,1.0,540.0,,,Moreland,-37.6992,144.9739,Northern Metropolitan,49.66666666666666,,
7840,Fawkner,2,u,328000.0,SP,12.4,3060.0,1.0,1.0,0.0,67.0,1970.0,Moreland,-37.7071,144.9644,Northern Metropolitan,49.66666666666666,,
7841,Fawkner,3,t,543500.0,S,12.4,3060.0,3.0,3.0,247.0,103.0,2011.0,Moreland,-37.7133,144.975,Northern Metropolitan,49.66666666666666,,
7842,Fitzroy North,2,h,1200000.0,S,3.5,3068.0,1.0,0.0,204.0,,,Yarra,-37.7925,144.9797,Northern Metropolitan,126.012987012987,801.3157894736842,2801.842105263158
7843,Fitzroy North,1,u,330000.0,S,3.5,3068.0,1.0,1.0,0.0,32.0,1970.0,Yarra,-37.777,144.9836,Northern Metropolitan,126.012987012987,801.3157894736842,2801.842105263158
7845,Fitzroy North,2,h,1345000.0,S,3.5,3068.0,1.0,0.0,176.0,,,Yarra,-37.7831,144.9805,Northern Metropolitan,126.012987012987,801.3157894736842,2801.842105263158
7847,Fitzroy North,2,h,1520000.0,SP,3.5,3068.0,1.0,0.0,138.0,,,Yarra,-37.7904,144.9836,Northern Metropolitan,126.012987012987,801.3157894736842,2801.842105263158
7848,Fitzroy North,3,h,1625000.0,S,3.5,3068.0,1.0,0.0,204.0,,,Yarra,-37.7911,144.9818,Northern Metropolitan,126.012987012987,801.3157894736842,2801.842105263158
7849,Fitzroy North,3,h,2555000.0,S,3.5,3068.0,1.0,1.0,340.0,,,Yarra,-37.7869,144.9863,Northern Metropolitan,126.012987012987,801.3157894736842,2801.842105263158
7850,Fitzroy North,2,h,1055000.0,S,3.5,3068.0,1.0,0.0,192.0,85.2,1910.0,Yarra,-37.7793,144.9879,Northern Metropolitan,126.012987012987,801.3157894736842,2801.842105263158
7851,Fitzroy North,1,h,950000.0,VB,3.5,3068.0,1.0,0.0,138.0,,,Yarra,-37.7759,144.9823,Northern Metropolitan,126.012987012987,801.3157894736842,2801.842105263158
7852,Flemington,2,h,1100000.0,SP,4.4,3031.0,1.0,1.0,186.0,,,Moonee Valley,-37.7837,144.9338,Northern Metropolitan,119.91489361702128,645.3888888888889,2184.090909090909
7853,Flemington,3,h,1250000.0,S,4.4,3031.0,2.0,2.0,226.0,140.0,2002.0,Moonee Valley,-37.7824,144.9243,Northern Metropolitan,119.91489361702128,645.3888888888889,2184.090909090909
7854,Flemington,2,h,953000.0,S,4.4,3031.0,1.0,0.0,274.0,103.0,1930.0,Moonee Valley,-37.7813,144.9238,Northern Metropolitan,119.91489361702128,645.3888888888889,2184.090909090909
7856,Flemington,3,h,940000.0,S,4.4,3031.0,1.0,1.0,320.0,110.0,1940.0,Moonee Valley,-37.7844,144.9359,Northern Metropolitan,119.91489361702128,645.3888888888889,2184.090909090909
7857,Flemington,5,h,1550000.0,PI,4.4,3031.0,1.0,1.0,432.0,200.0,1915.0,Moonee Valley,-37.7859,144.9323,Northern Metropolitan,119.91489361702128,645.3888888888889,2184.090909090909
7858,Flemington,2,u,500000.0,S,4.4,3031.0,1.0,1.0,0.0,72.9,1970.0,Moonee Valley,-37.7829,144.9247,Northern Metropolitan,119.91489361702128,645.3888888888889,2184.090909090909
7859,Flemington,2,u,450000.0,S,4.4,3031.0,1.0,1.0,0.0,62.0,1970.0,Moonee Valley,-37.7826,144.9311,Northern Metropolitan,119.91489361702128,645.3888888888889,2184.090909090909
7860,Flemington,2,u,390000.0,VB,4.4,3031.0,1.0,1.0,472.0,55.0,1960.0,Moonee Valley,-37.7851,144.922,Northern Metropolitan,119.91489361702128,645.3888888888889,2184.090909090909
7861,Flemington,3,h,1205000.0,S,4.4,3031.0,1.0,0.0,251.0,,,Moonee Valley,-37.7823,144.9317,Northern Metropolitan,119.91489361702128,645.3888888888889,2184.090909090909
7862,Flemington,3,h,1085000.0,SP,4.4,3031.0,1.0,1.0,180.0,132.0,1991.0,Moonee Valley,-37.7839,144.9273,Northern Metropolitan,119.91489361702128,645.3888888888889,2184.090909090909
7865,Footscray,2,u,392500.0,PI,6.4,3011.0,1.0,1.0,1783.0,,1960.0,Maribyrnong,-37.7949,144.9007,Western Metropolitan,95.6010101010101,441.9166666666667,1624.611111111111
7866,Footscray,3,h,1320000.0,SP,6.4,3011.0,1.0,1.0,482.0,,,Maribyrnong,-37.7951,144.8861,Western Metropolitan,95.6010101010101,441.9166666666667,1624.611111111111
7868,Footscray,2,t,485000.0,SP,6.4,3011.0,2.0,1.0,0.0,70.0,2011.0,Maribyrnong,-37.7883,144.884,Western Metropolitan,95.6010101010101,441.9166666666667,1624.611111111111
7869,Footscray,3,t,760000.0,VB,6.4,3011.0,1.0,1.0,219.0,3.0,2011.0,Maribyrnong,-37.796,144.8819,Western Metropolitan,95.6010101010101,441.9166666666667,1624.611111111111
7870,Footscray,3,h,1375000.0,S,6.4,3011.0,2.0,3.0,487.0,,,Maribyrnong,-37.7942,144.8934,Western Metropolitan,95.6010101010101,441.9166666666667,1624.611111111111
7871,Footscray,3,h,1270000.0,S,6.4,3011.0,1.0,1.0,452.0,,1913.0,Maribyrnong,-37.7939,144.8936,Western Metropolitan,95.6010101010101,441.9166666666667,1624.611111111111
7872,Footscray,3,h,871000.0,S,6.4,3011.0,1.0,1.0,267.0,101.0,1900.0,Maribyrnong,-37.7951,144.8901,Western Metropolitan,95.6010101010101,441.9166666666667,1624.611111111111
7873,Footscray,2,u,360000.0,PI,6.4,3011.0,1.0,1.0,761.0,,,Maribyrnong,-37.7953,144.8957,Western Metropolitan,95.6010101010101,441.9166666666667,1624.611111111111
7874,Footscray,1,u,315000.0,SP,6.4,3011.0,1.0,1.0,0.0,,,Maribyrnong,-37.7971,144.8883,Western Metropolitan,95.6010101010101,441.9166666666667,1624.611111111111
7875,Footscray,3,h,831000.0,S,6.4,3011.0,1.0,0.0,210.0,,,Maribyrnong,-37.7947,144.8871,Western Metropolitan,95.6010101010101,441.9166666666667,1624.611111111111
7876,Footscray,2,h,882000.0,SP,6.4,3011.0,1.0,0.0,172.0,80.0,1900.0,Maribyrnong,-37.7936,144.8905,Western Metropolitan,95.6010101010101,441.9166666666667,1624.611111111111
7877,Footscray,3,h,895000.0,PI,6.4,3011.0,1.0,2.0,272.0,106.0,1920.0,Maribyrnong,-37.7977,144.904,Western Metropolitan,95.6010101010101,441.9166666666667,1624.611111111111
7878,Glen Huntly,1,u,260000.0,SP,10.4,3163.0,1.0,1.0,1162.0,44.0,1965.0,Glen Eira,-37.8911,145.0451,Southern Metropolitan,94.2051282051282,553.1538461538462,2047.75
7879,Glen Huntly,2,u,575000.0,S,10.4,3163.0,2.0,1.0,0.0,,,Glen Eira,-37.8898,145.0438,Southern Metropolitan,94.2051282051282,553.1538461538462,2047.75
7880,Glen Iris,3,h,1452000.0,SP,9.2,3146.0,2.0,2.0,269.0,184.0,1997.0,Stonnington,-37.854,145.0542,Southern Metropolitan,135.83333333333334,770.1111111111111,2940.75
